level_id,level_name,plan,anio,orientacion,institucion,carrera,subject,axis,topic,status
primaria,Educación Primaria,Educación Primaria,1,,,,Lengua,Reflexión sobre la lengua,separación entre palabras,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Lengua,Reflexión sobre la lengua,punto final,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Lengua,Reflexión sobre la lengua,familias de palabras iniciales,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,conteo hasta 100,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,lectura y escritura de números,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,comparación de cantidades,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,anterior y posterior,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,decenas y unidades,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,suma y resta sin dificultad,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,cálculo mental básico,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Números y operaciones,problemas de juntar/quitar/completar,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,formas geométricas básicas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,cuadrado,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,rectángulo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,triángulo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,círculo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,cuerpos geométricos del entorno,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,ubicación espacial,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,arriba/abajo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Geometría,izquierda/derecha,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,longitud con unidades no convencionales,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,peso y capacidad intuitivos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,tiempo cotidiano,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,días de la semana,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,calendario,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Medida,monedas y billetes,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Datos,clasificación de objetos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Datos,tablas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Datos,conteo de frecuencias,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Matemática,Datos,pictogramas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,seres vivos y no vivos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,plantas y animales del entorno,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,partes externas de plantas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,partes externas de animales,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,necesidades vitales,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Seres vivos,cuidado de mascotas y plantas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Cuerpo humano y salud,partes del cuerpo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Cuerpo humano y salud,hábitos de higiene,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Cuerpo humano y salud,alimentación saludable inicial,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Cuerpo humano y salud,descanso,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Cuerpo humano y salud,prevención de accidentes,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,materiales del entorno,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,duro/blando,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,liso/rugoso,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,transparente/opaco,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,flota/se hunde,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Materiales,uso de objetos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Ambiente,día y noche,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Ambiente,estado del tiempo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Ambiente,estaciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Naturales,Ambiente,cuidado del ambiente cercano,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Vida cotidiana,familia,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Vida cotidiana,escuela,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Vida cotidiana,normas de convivencia,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Vida cotidiana,roles en la comunidad escolar,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Vida cotidiana,trabajos cercanos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,casa,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,aula,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,barrio,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,recorridos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,planos simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Espacio geográfico,puntos de referencia,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Tiempo histórico,antes/ahora/después,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Tiempo histórico,rutinas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Tiempo histórico,calendario escolar,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Tiempo histórico,efemérides básicas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Ciudadanía,derechos de niños y niñas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Ciudadanía,respeto,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Ciudadanía,diversidad,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Ciencias Sociales,Ciudadanía,participación en acuerdos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Convivencia,respeto,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Convivencia,escucha,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Convivencia,acuerdos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Convivencia,resolución de conflictos simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,nombre e identidad,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,partes íntimas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,cuidado del cuerpo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,pedido de ayuda,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,emociones básicas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Diversidad,familias diversas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Diversidad,gustos diferentes,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Formación Ética y Ciudadana / ESI,Diversidad,no discriminación,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Objetos y necesidades,objetos de uso cotidiano,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Objetos y necesidades,función de los objetos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Objetos y necesidades,herramientas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Objetos y necesidades,materiales y usos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Procesos,pasos para producir algo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Procesos,recetas e instrucciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Procesos,secuencia de acciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Procesos,seguridad básica,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Comunicación,señales,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Comunicación,pictogramas,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Tecnológica,Comunicación,uso cuidado de dispositivos escolares,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,línea,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,forma,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,color,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,textura,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,collage,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,dibujo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,pintura,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Artes visuales,observación de imágenes,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,sonido/silencio,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,pulso,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,ritmo,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,canciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,instrumentos escolares,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Música,escucha musical,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Expresión corporal y teatro,gestos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Expresión corporal y teatro,movimiento,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Expresión corporal y teatro,juego dramático,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Expresión corporal y teatro,imitación,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Artística,Expresión corporal y teatro,expresión de emociones,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Corporeidad,esquema corporal,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Corporeidad,lateralidad inicial,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Corporeidad,equilibrio,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Corporeidad,coordinación,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Juegos,juegos de persecución,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Juegos,juegos cooperativos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Juegos,reglas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Juegos,respeto de turnos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Ambiente,desplazamientos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Ambiente,cuidado del cuerpo en el juego,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Educación Física,Ambiente,seguridad en espacios abiertos,semilla_curada
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,saludos,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,presentación personal,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,colores,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,números 1-10,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,útiles escolares,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comunicación inicial,comandos de aula,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comprensión oral,canciones,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comprensión oral,rimas,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,1,,,,Inglés / Lengua extranjera,Comprensión oral,respuesta a consignas simples,depende_oferta_institucional
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Oralidad,renarración de cuentos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Oralidad,descripción de objetos/personas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Oralidad,opiniones simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Oralidad,consignas de dos pasos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,cuentos tradicionales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,fábulas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,poemas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,notas breves,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,paráfrasis oral,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Lectura,personajes y ambiente,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,oraciones completas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,textos breves,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,descripciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,cartas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,uso de mayúscula y punto,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Escritura,borrador y revisión,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,sustantivos comunes y propios,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,adjetivos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,verbos de acción,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,género y número,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,sílabas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Lengua,Reflexión sobre la lengua,signos de interrogación/exclamación,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,números hasta 1000,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,centenas/decenas/unidades,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,suma y resta con dificultad,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,doble y mitad,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,multiplicación como suma repetida,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,tablas iniciales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Números y operaciones,problemas de varios pasos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Geometría,figuras planas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Geometría,lados y vértices,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Geometría,cuerpos geométricos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Geometría,simetría intuitiva,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Geometría,recorridos en cuadrícula,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Medida,metro y centímetro,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Medida,kilogramo y gramo intuitivo,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Medida,litro,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Medida,hora en punto y media hora,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Medida,dinero,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Datos,tablas de doble entrada simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Datos,pictogramas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Matemática,Datos,gráficos de barras simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Seres vivos,ciclo de vida de plantas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Seres vivos,germinación,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Seres vivos,animales vertebrados/invertebrados inicial,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Seres vivos,hábitats,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Seres vivos,alimentación de animales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Cuerpo humano y salud,sentidos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Cuerpo humano y salud,dientes,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Cuerpo humano y salud,higiene bucal,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Cuerpo humano y salud,vacunas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Cuerpo humano y salud,alimentación variada,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Materiales,mezclas simples,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Materiales,cambios por calentamiento/enfriamiento,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Materiales,materiales naturales/artificiales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Materiales,reciclado,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Tierra y cielo,sol como fuente de luz,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Tierra y cielo,sombras,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Tierra y cielo,lluvia,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Tierra y cielo,viento,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Naturales,Tierra y cielo,ambientes aeroterrestres/acuáticos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Sociedades y espacios,barrio/localidad,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Sociedades y espacios,servicios públicos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Sociedades y espacios,trabajos urbanos y rurales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Sociedades y espacios,transporte,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Sociedades y espacios,normas de tránsito básicas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Tiempo histórico,historia personal/familiar,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Tiempo histórico,fuentes orales y objetos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Tiempo histórico,efemérides,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Tiempo histórico,cambios y permanencias,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Ciudadanía,normas comunes,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Ciudadanía,instituciones cercanas,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Ciencias Sociales,Ciudadanía,derechos y responsabilidades,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Convivencia,empatía,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Convivencia,cooperación,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Convivencia,cuidado de la palabra,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Convivencia,conflictos y reparación,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,emociones,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,intimidad,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,secretos que hacen daño,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Identidad y cuidado,adultos de confianza,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Diversidad,juegos y tareas sin estereotipos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Diversidad,discapacidad e inclusión,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Formación Ética y Ciudadana / ESI,Diversidad,respeto cultural,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Objetos técnicos,herramientas manuales,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Objetos técnicos,máquinas simples del entorno,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Objetos técnicos,partes y función,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Procesos,producción artesanal,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Procesos,secuencia de operaciones,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Procesos,registro de pasos,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Materiales y energía,corte,semilla_curada
primaria,Educación Primaria,Educación Primaria,2,,,,Educación Tecnológica,Materiales y energía,pegado,semilla_curada
